focal_entity,candidate_entity,label,description_of_focal_entity,description_of_candidate_entity,smile_feature_of_focal_entity,smile_feature_of_candidate_entity
Ceritinib,Trabectedin,True,"Ceritinib is used for the treatment of adults with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) following failure (secondary to resistance or intolerance) of prior crizotinib therapy. About 4% of patients with NSCLC have a chromosomal rearrangement that generates a fusion gene between EML4 (echinoderm microtubule-associated protein-like 4) and ALK (anaplastic lymphoma kinase), which results in constitutive kinase activity that contributes to carcinogenesis and seems to drive the malignant phenotype. Ceritinib exerts its therapeutic effect by inhibiting autophosphorylation of ALK, ALK-mediated phosphorylation of the downstream signaling protein STAT3, and proliferation of ALK-dependent cancer cells. Following treatment with crizotinib (a first-generation ALK inhibitor), most tumours develop drug resistance due to mutations in key ""gatekeeper"" residues of the enzyme. This occurrence led to development of novel second-generation ALK inhibitors such as ceritinib to overcome crizotinib resistance. The FDA approved ceritinib in April 2014 due to a surprisingly high response rate (56%) towards crizotinib-resistant tumours and has designated it with orphan drug status.;;;;","Trabectedin, also referred as ET-743 during its development, is a marine-derived antitumor agent discovered in the Carribean tunicate _Ecteinascidia turbinata_ and now produced synthetically. Trabectedin has a unique mechanism of action. It binds to the minor groove of DNA interfering with cell division and genetic transcription processes and DNA repair machinery. It is approved for use in Europe, Russia and South Korea for the treatment of advanced soft tissue sarcoma. It is currently under evaluation for the treatment of breast cancer, prostate cancer, in addition to pediatric sarcomas. Both the European Commission and the U.S. Food and Drug Administration (FDA) have approved trabectedin as an orphan drug in soft tissue sarcomas and ovarian cancer. On October 23, 2015, the FDA approved trabectedin, (as Yondelis), for the treatment of specific soft tissue sarcomas.;;;;",CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31
Remoxipride,Sumatriptan,True,"Remoxipride is an atypical antipsychotic agent that is specific for dopamine D<sub>2</sub> receptors.[A215422] It gained approval in the UK in 1989 but was withdrawn in 1993 after it was found to be associated with an increased incidence of aplastic anemia.[A215422,A215512];;;;","Sumatriptan is a serotonin receptor agonist commonly used to treat migraines and sometimes cluster headaches.[L6793,L6796,L6799,L6805,L6808,L6811] Sumatriptan is the first of the triptans and was made available in Europe in 1991 to treat migraines.[A179761] Sumatriptan was granted FDA approval on 28 December 1992.[L6805];;;;",CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
Tofacitinib,Gemcitabine,True,"Tofacitinib is an inhibitor of Janus kinases, a group of intracellular enzymes involved in signalling pathways that affect hematopoiesis and immune cell function. It is approved by the FDA for treatment of moderate to severe rheumatoid arthritis that responds inadequately to methotrexate or in those who are intolerant to methotrexate. ;;;;","Gemcitabine is a nucleoside analog and a chemotherapeutic agent. It was originally investigated for its antiviral effects, but it is now used as an anticancer therapy for various cancers.[A233135] Gemcitabine is a cytidine analog with two fluorine atoms replacing the hydroxyl on the ribose.[A233145] As a prodrug, gemcitabine is transformed into its active metabolites that work by replacing the building blocks of nucleic acids during DNA elongation, arresting tumour growth and promoting apoptosis of malignant cells.[L32960] The structure, metabolism, and mechanism of action of gemcitabine are similar to [cytarabine], but gemcitabine has a wider spectrum of antitumour activity.[A233140];;;;",C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
Loxapine,Amoxapine,True,An antipsychotic agent used in schizophrenia. [PubChem];;;;,"Amoxapine, the <i>N</i>-demethylated derivative of the antipsychotic agent loxapine, is a dibenzoxazepine-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, amoxapine does not affect mood or arousal, but may cause sedation. In depressed individuals, amoxapine exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. In addition, TCAs down-regulate cerebral cortical &beta;-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine H<sub>1</sub> receptors;<sub>1</sub>-adrenergic receptors and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. See toxicity section below for a complete listing of side effects. Amoxapine may be used to treat neurotic and reactive depressive disorders, endogenous and psychotic depression, and mixed symptoms of depression and anxiety or agitation.;;",CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
Chlorphenamine,Azelastine,True,"A histamine H1 antagonist used in allergic reactions, hay fever, rhinitis, urticaria, and asthma. It has also been used in veterinary applications. One of the most widely used of the classical antihistaminics, it generally causes less drowsiness and sedation than promethazine.;;;;","Azelastine, a phthalazine derivative, is an antihistamine available as an intranasal spray for the treatment of allergic and vasomotor rhinitis and as an ophthalmic solution for the treatment of allergic conjunctivitis.[L8240,L8270] It is a racemic mixture, though there is no noted difference in pharmacologic activity between enantiomers, and was first granted FDA approval in 1996.[L8240,L8270] Azelastine is also available in combination with fluticasone propionate as a nasal spray marketed under the trade name Dymista™, which is indicated for the symptomatic treatment of seasonal allergic rhinitis in patients 6 years of age and older.[L8309];;;;",CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
Thalidomide,Levetiracetam,True,"A piperidinyl isoindole originally introduced as a non-barbiturate hypnotic, thalidomide was withdrawn from the market due to teratogenic effects. It has been reintroduced and used for a number of inflammatory disorders and cancers. Thalidomide displays immunosuppressive and anti-angiogenic activity through modulating the release of inflammatory mediators like tumor necrosis factor-alpha (TNF-a) and other cytokine action. Due to severe teratogenicity, pregnancy must be excluded before the start of treatment and patients must enrol in the THALIDOMID Risk Evaluation and Mitigation Strategy (REMS) program to ensure contraception adherence.[L41235];;;;","Levetiracetam is a drug within the pyrrolidine class that is used to treat various types of seizures stemming from epileptic disorders. It was first approved for use in the United States in 1999 and is structurally and mechanistically unrelated to other anti-epileptic drugs (AEDs).[L8606,L8600,L8615] Levetiracetam possesses a wide therapeutic index[L8615,A185918] and little-to-no potential to produce, or be subject to, pharmacokinetic interactions[L8606,L8600,L8615] - these characteristics make it a desirable choice over other AEDs, a class of drugs notorious for having generally narrow therapeutic indexes and a propensity for involvement in drug interactions.[A185927];;;;",O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,CC[C@H](N1CCCC1=O)C(N)=O
Rifabutin,Etonogestrel,True,A broad-spectrum antibiotic that is being used as prophylaxis against disseminated Mycobacterium avium complex infection in HIV-positive patients.;;;;,Etonogestrel molecule is a 3-ketodesogestrel or 19-nortestosterone which is a synthetic biologically active metabolite of progestin desogestrel.[A37184] The first product including etonogestrel was developed by the Merck subsidiary Organon and FDA approved in 2001.[L5692];;;;,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
Hydrocodone,Lurasidone,True,"Hydrocodone is a synthetic opioid derivative of codeine.[T116] It is commonly used in combination with [acetaminophen] to control moderate to severe pain. Historically, hydrocodone has been used as a cough suppressant although this has largely been replaced by [dextromethorphan] in current cough and cold formulations. Hydrocodone's more potent metabolite, [hydromorphone] has also found wide use as an analgesic and is frequently used in cases of severe pain. The FDA first approved Hydrocodone for use as part of the cough suppressant syrup Hycodan in March of 1943.[L9025];;;;","Lurasidone is an atypical antipsychotic developed by Dainippon Sumitomo Pharma. It was approved by the U.S. Food and Drug Administration (FDA) for treatment of schizophrenia on October 29, 2010 and is currently pending approval for the treatment of bipolar disorder in the United States.;;;;",[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
Amitriptyline,Fluoxetine,True,"Amitriptyline hydrochloride, also known as _Elavil_,  is a tricyclic antidepressant (TCA) with analgesic properties, widely used to treat depression and neuropathic pain [A174658].  It was originally approved by the FDA in 1977 and manufactured by Sandoz [L5308].;;;;","Fluoxetine is a 2nd generation antidepressant categorized as a selective serotonin reuptake inhibitor (SSRI).[A181673] It gained FDA approval in 1987 and although it was initially intended for the treatment of depression, today it is commonly prescribed to manage depression in addition to various other pathologies.[L7721];;;;",CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
Riociguat,Risperidone,True,"Riociguat is a soluble guanylate cyclase (sGC) agonist approved in the USA, Europe and several other regions for patients with group I PAH (pulmonary arterial hypertension) in WHO FC II or III; and for the treatment of patients with inoperable CTEPH (chronic thromboembolic pulmonary hypertension), or persistent/recurrent PH (pulmonary hypertension) after pulmonary endarterectomy in WHO FC II or III. Riociguat is marketed under the brand Adempas® by Bayer HealthCare Pharmaceuticals. Treatment with riociguat costs USD $7,500 for 30 days of treatment.;;;","Risperidone is a second-generation antipsychotic (SGA) medication used in the treatment of a number of mood and mental health conditions including schizophrenia and bipolar disorder.[L12885] It is one of the most widely used SGAs. [Paliperidone], another commonly used SGA, is the primary active metabolite of risperidone (i.e. 9-hydroxyrisperidone).[L12885];;;;",COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Droperidol,Isoflurane,True,"A butyrophenone with general properties similar to those of haloperidol. It is used in conjunction with an opioid analgesic such as fentanyl to maintain the patient in a calm state of neuroleptanalgesia with indifference to surroundings but still able to cooperate with the surgeon. It is also used as a premedicant, as an antiemetic, and for the control of agitation in acute psychoses. (From Martindale, The Extra  Pharmacopoeia, 29th ed, p593);;;;","A stable, non-explosive inhalation anesthetic, relatively free from significant side effects.;;;;",FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,FC(F)OC(Cl)C(F)(F)F
Nilotinib,Silodosin,True,"Nilotinib, also known as AMN107, is a tyrosine kinase inhibitor under investigation as a possible treatment for chronic myelogenous leukemia (CML). A Phase I clinical trial in 2006 showed that this drug was relatively safe and offered significant therapeutic benefits in cases of CML which were found to be resistant to treatment with imatinib (Gleevec), another tyrosine kinase inhibitor used as a first-line treatment for CML.;;;;","Silodosin is a selective antagonist of alpha(α)-1 adrenergic receptors that binds to the α<sub>1A</sub> subtype with the highest affinity. α1-adrenergic receptors regulate smooth muscle tone in the bladder neck, prostate, and prostatic urethra: the α<sub>1A</sub> subtype accounts for approximately 75% of α1-adrenoceptors in the prostate.[A231159] ;;;;",CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
Azelastine,Methocarbamol,True,"Azelastine, a phthalazine derivative, is an antihistamine available as an intranasal spray for the treatment of allergic and vasomotor rhinitis and as an ophthalmic solution for the treatment of allergic conjunctivitis.[L8240,L8270] It is a racemic mixture, though there is no noted difference in pharmacologic activity between enantiomers, and was first granted FDA approval in 1996.[L8240,L8270] Azelastine is also available in combination with fluticasone propionate as a nasal spray marketed under the trade name Dymista™, which is indicated for the symptomatic treatment of seasonal allergic rhinitis in patients 6 years of age and older.[L8309];;;;","Methocarbamol was developed in the early 1950s as a treatment for muscle spasticity and the associated pain.[A178441,A178450] It is a guaiacol glyceryl ether.[A178450];;;;",CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,COC1=C(OCC(O)COC(N)=O)C=CC=C1
Terbinafine,Fesoterodine,True,"Terbinafine hydrochloride (Lamisil) is a synthetic allylamine antifungal.[L9065,L9068] It is highly lipophilic in nature and tends to accumulate in skin, nails, and fatty tissues.[A1279] Like other allylamines, terbinafine inhibits ergosterol synthesis by inhibiting the fungal squalene monooxygenase (also called squalene epoxidase), an enzyme that is part of the fungal cell wall synthesis pathway.[A1279,A1281,L9068];;;;",Fesoterodine is an antimuscarinic prodrug for the treatment of overactive bladder syndrome.;;;;,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
